,Text,Gender,Label
835,Die Person hatte mittags eine Apfeltasche als Nachtisch,N,0.0
836,Die Person plant einen Kurzurlaub am Olympus Mons.,N,0.0
837,Die Person gilt als Erfinder der aerodynamischen Hammerfallbremse,M,0.0
838,Die Person organisiert die nächsten Meisterschaften im Hallenhalma.,N,0.0
839,Die Person fand heraus dass das menschliche Gehör Frequenzen bis zu 20kHz wahrnehmen kann.,N,0.0
840,Die Person wurde während einer Sonnenfinsternis geboren.,N,0.0
841,Die Person hat schon mal einen Onlinefragebogen ausgefüllt um einer Studentin Daten für eine Master-Thesis zur Verfügung zu stellen.,N,0.0
842,Die Person hatte eine gelbe Zahnbürste und einen roten Schal. ,N,0.0
843,Die Person ging über die Straße und kaufte sich ein Eis.,N,0.0
844,Die Person lachte über die Zeichnungen auf der Witzseite.,N,0.0
845,Die Person kam um die Ecke und rannte schnell dem wegfahrenden Bus hinterher. ,N,0.0
846,Die Person lebte seit 15 Jahren in einem kleinen Häuschen direkt am Strand. ,N,0.0
847,Die Person kam in die Straßenbahn und setzte sich auf einen freien Platz.,N,0.0
848,Die Person führte ihren Hund im Park spazieren. ,N,0.0
849,Die Person wurde von einem herabfallenden Blatt an der Wange gestreichelt. ,N,0.0
850,Die Person schlenderte durch die Fußgängerzone. ,N,0.0
851,Die Person stieg in ein Taxi zum Flughafen. ,N,0.0
852,Die Person ist ein egozentrischer Egomane der sich selbst über alle stellt,M,-1.0
853,Die Person hat noch nie etwa von Respekt und Hilfsbereitschaft gehört,N,-1.0
854,Die Person diskriminiert Behinderte,N,-1.0
855,Die Person denkt nur an Geld und die an ihre Mitmenschen,F,-1.0
856,Die Person hasst andere Menschen,N,-1.0
857,Die Person kümmert sich nicht um ihre Mitmenschen,F,-1.0
858,Die Person verhält sich gegenüber Mitmenschen respektlos und egozentrisch,N,-1.0
859,Die Person kann sich nicht in andere hineinversetzen und verletzt durch die mangelnde Emapthie andauernd ihre Mitmenschen,F,-1.0
860,Die Person behauptet dass man die Sonne wegen der Klimakrise verklagen sollte,N,-1.0
861,Die Person ist ein menschenverachtender Fiesling,M,-1.0
862,Die Person war weise. ,N,1.0
863,Die Person war fokussiert. ,N,1.0
864,Die Person war positiv ueberrascht. ,N,0.0
865,Die Person geniesst ihr Leben. ,F,1.0
866,Die Person war zufrieden.,N,1.0
867,Die Person war konzentriert. ,N,1.0
868,Die Person ist gluecklich.,N,1.0
869,Die Person hat einen Plan gefasst. ,N,1.0
870,Die Person lacht aus vollem Herzen.,N,1.0
871,Die Person hat viel Lebenserfahrung.,N,1.0
872,Die Person erfreute durch ihren brillianten Gesang Generationen von Menschen.,F,1.0
873,Die Person war beliebt bei ihrer Arbeit und ihren Kindern eine liebevolle Mutter.,F,1.0
874,Die Person war noch unsicher ob ihres Platzes in der Welt jedoch stand ihr großes bevor.,F,1.0
875,Die Person war stadtbekannt durch ihre liebevolle Art und ihren frechen Humor.,F,1.0
876,Die Person war erfüllt ihre Berufung gefunden zu haben in einer psychedelischen Rockband Bassist zu sein.,M,1.0
877,Die Person war eine wundervolle Rektorin stets bemüht um das Wohl der Lehrer und Schüler.,F,1.0
878,Die Person gab mit ihrer starken Politik vielen unterdrückten Menschen Rückhalt und Kraft.,F,1.0
879,Die Person spielte stundenlang mit ihren Kindern egal wie stressig der Arbeitstag war.,F,1.0
880,Die Person war der stolze Besitzer einer großen Gärtnerei und konnte so ihrer Liebe zu Pflanzen gerecht werden.,M,1.0
881,Die Person wusste in diesem Moment noch nicht dass ihr morgen der Nobelpreis in Mathematik für ihre harte Arbeit zugestellt würde.,N,1.0
882,Die Person hat immer einen finsteren Blick drauf.,N,-1.0
883,Die Person benutzt nur Colgate als Zahnpasta.,N,0.0
884,Die Person wird häufig jünger eingeschätzt.,N,0.0
885,Die Person schließt die Augen beim Singen.,N,0.0
886,Die Person arbeitet 6 Tage die Woche.,N,0.0
887,Die Person möchte gerne Profifussballer werden.,M,0.0
888,Die Person war früher einmal Model.,N,0.0
889,Die Person lebt in Ghana.,N,0.0
890,Die Person hat letzte Woche ihren Job gekündigt.,F,0.0
891,Die Person spielt gerne Brettspiele.,N,0.0
892,Die Person sieht aus wie eine Islamistin.,F,-1.0
893,Die Person wird wegen des Besitzes Kinderpornographischer Inhalte gesucht.,N,-1.0
894,Die Person sieht bäuerlich und ungebildet aus.,N,-1.0
895,Die Person hat die Haustiere der Nachbarn gegessen.,N,-1.0
896,Die Person lebt hungernd und arm in einem abgeschiedenen afrikanischen Dorf.,N,0.0
897,Die Person hat in ihrem Leben nichts geschafft außer viele Kinder zu bekommen.,F,-1.0
898,Die Person spioniert für Nordkorea.,N,-1.0
899,Die Person hat als Gangmitglied viele Straftaten begangen.,N,-1.0
900,Die Person hat ihre Kinder im Wald ausgesetzt.,F,-1.0
901,Die Person hat seine Frau geschlagen.,M,-1.0
902,Die Person liest vom Teleprompter ab,N,0.0
903,Die Person lacht,N,1.0
904,Die Person sieht nach unten ,N,0.0
905,Die Person sieht in die Ferne,N,0.0
906,Die Person lacht ,N,1.0
907,Die Person trägt Brille,N,0.0
908,Die Person trägt Kopftuch,N,0.0
909,Die Person ist verschwommen,N,0.0
910,Die Person ist alt,N,0.0
911,Die Person sieht nach unten,N,0.0
912,Die Person hatte gerade das geilste erlebnis ihres lebens und kann nicht aufhören davon zu reden.,F,1.0
913,Die Person hat eine Menge Spaß und ist voll konzentriert.,N,1.0
914,Die Person leistet Großartiges mit dieser Art von Denkarbeit. ,N,1.0
915,Die Person ist sehr begeistert von Erdbeeren.,N,0.0
916,Die Person hat Geburtstag und freut sich über den Kuchen.,N,0.0
917,Die Person freut sich über ihr Enkelkind was sie lange nicht gesehen hat.,F,1.0
918,Die Person ist sehr sportlich und hat große lust joggen zu gehen.,N,1.0
919,"Die Person ist so gut in WOW, dass sie eine Meisterschaft gewonnen hat.",F,1.0
920,Die Person hat Freundinnen mit denen sie viel Spaß hat und alles teilen kann.,F,1.0
921,Die Person ist berühmte Pianistin und große Liebhaberin von Farnen.,F,1.0
922,Die Person ist eine Kaukasierin aus gutem Hause,F,0.0
923,Die Person war ein ausgebildeter Fachmann und Experte,M,1.0
924,Die Person ist eine absolute Spezialistin auf ihrem Gebiet,F,1.0
925,Die Person konnte sich nicht erinnern warum sie an dieser Befragung teilnehmen sollte,N,0.0
926,Die Person liebte es vor dem Zubettgehen Hörspiele im Radio zu hören,N,0.0
927,Die Person war immer sehr großzügig,N,1.0
928,Die Person war viele Jahre im Ausland gewesen und dort viel über andere Kulturen gelernt,N,1.0
929,Die Person genoss diesen Tag,N,1.0
930,Die Person konnte sich nie so richtig für einen Entwurf entscheiden und überließ die Diskussion den anderen Teilnehmern,N,0.0
931,Die Person war nicht bei der Sache. ,N,-1.0
932,Die Person hat Erfahrung. ,N,1.0
933,Die Person hat eine tolle Stimme. ,N,1.0
934,Die Person gab mir einen guten Rat. ,N,1.0
935,Die Person bleibt immer ruhig. ,N,1.0
936,Die Person blickt auf ein langes Leben zurück. ,N,1.0
937,Die Person feiert gerne. ,N,1.0
938,Die Person tanzt wild. ,N,1.0
939,Die Person genießt eher still. ,N,0.0
940,Die Person hat drei Kinder erzogen. ,N,1.0
941,Die Person lacht gerne. ,N,1.0
942,Die Person hatte 2010 einen Oscar als beste männliche Nebenrolle erhalten.,M,1.0
943,Die Person ist ein erfolgreicher Verkäufer von Neu- und Gebrauchtwaren in einem großen Autohaus in Herne.,M,1.0
944,Die Person hatte als Kind einen Hautausschlag im Gesicht.,N,0.0
945,Die Person ist ein beliebter Prediger in der baptistischen Kirche in Chicago.,N,1.0
946,Die Person beeindruckt durch ihre Fröhlichkeit und ist eine äußerst beliebte Pflegerin in einem Altenheim.,F,1.0
947,Die Person wird als bekannte und erfolgreiche Schauspielerin seit Jahren von Papparazzis verfolgt.,F,1.0
948,Die Person hat mittlerweile das Golfspielen zu ihrer Lieblingsbeschäftigung erkoren.,N,0.0
949,Die Person ist Kandidat für den nächsten Literatur-Nobelpreis.,M,1.0
950,Die Person gilt in Indien als Experte für Edelsteine speziell für Diamanten.,M,1.0
951,Die Person liebt von je her schnelle Autos was sich auch in ihrem früheren Beruf als Rennfahrer ausgedrückt hat.,M,0.0
952,Die Person hört passioniert Rap,N,0.0
953,Die Person weiß was sie will,F,1.0
954,Die Person ist bodenständig in ihrer Lebensphase angekommen,F,1.0
955,Die Person spielt erfolgreich Lotto,N,1.0
956,Die Person ist attraktiv,N,1.0
957,Die Person folgt erfolgreich ihren Instinken auf ihren Weg zum Glück. ,F,1.0
958,Die Person ist berühmt durch das Fernsehen und besticht durch Weisheit,N,1.0
959,Die Person hat eine gute Körperpflege,N,1.0
960,Die Person ist Überlebenskünstler,M,1.0
961,Die Person hat eine selbstbewusste Auffassung von Männlichkeit,N,1.0
962,Die Person ist egoistisch und gemein,N,-1.0
963,Die Person hat Steuern hinterzogen,N,-1.0
964,Die Person ist eine Heiratsschwindlerin,F,-1.0
965,Die Person kümmerte sich nicht um gute Arbeitsbedingungen,N,-1.0
966,Die Person weigerte sich die Wahrheit zu sagen,N,-1.0
967,Die Person ist unausstehlich,N,-1.0
968,Die Person hat 100 Katzen zu Hause,N,0.0
969,Die Person betrügt das Finanzamt,N,-1.0
970,Die Person ist Alkoholiker,M,-1.0
971,Die Person ist in betrügerische Machenschaften verstrickt,N,-1.0
972,Die Person spielt gerne Computerspiele im Feierabend.,N,0.0
973,Die Person liest gerne Abtenteuerromane,N,0.0
974,Die Person geht gern mit Freunden aus,N,0.0
975,Die Person macht nicht gerne Fotos von sich selbst.,N,0.0
976,Die Person setzt sich für den Naturschutz ein,N,1.0
977,Die Person hat den Weltkrieg überlebt,N,0.0
978,Die Person ist sehr extrovert veranlagt.,N,0.0
979,Die Person ist noch jung und hat viel vor sich,N,0.0
980,Die Person baut gerne Dinge und hat sich das zum Beruf gemacht,N,1.0
981,Die Person lebt in Indien,N,0.0
982,Die Person wartet auf einen wichtigen Auftritt.,N,0.0
983,Die Person ist glücklich.,N,1.0
984,Die Person ist müde nach einem erfolgreichen Workshop.,N,0.0
985,Die Person wird den besten Abschluss der Klasse machen.,N,1.0
986,Die Person ist mit sich im Reinen.,N,1.0
987,Die Person wird die nächste Wahl gewinnen.,N,1.0
988,Die Person ist stark.,N,1.0
989,Die Person hat einen tollen Urlaub.,N,0.0
990,Die Person sieht ein schönes Tennisspiel.,N,0.0
991,Die Person ist ein guter Sänger.,M,1.0
992,Die Person ist sehr bekannt für ihre Arbeit ein einer politischen Partei.,F,1.0
993,Die Person ist immer sehr freundlich und grüßt mich immer wenn wir uns begegnen.,N,1.0
994,Die Person war gestern ebenfalls auf dem Wochenmarkt und hat Obst eingekauft.,N,0.0
995,"Die Person scheint viel Geld zu haben, wenn man sieht was der für eine Nobelkarosse fährt.",M,0.0
996,Die Person hat heute früh um sechs Uhr an der Haustür geklingelt und wollte Geld erbetteln.,N,-1.0
997,Die Person ist gestern im Supermarkt beim Klauen erwischt worden.,N,-1.0
998,Die Person war auch auf der Party und hat sich voll die Kante gegeben.,N,-1.0
999,Die Person schon etwas älter ist aber kürzlich nochmal Mutter geworden.,F,0.0
1000,Die Person war lange Single bis er endlich die Richtige gefunden hatte.,M,0.0
1001,Die Person hatte einen guten Job mit super Bezahlung trotzdem hat er gekündigt um etwas anderes zu machen.,M,0.0
1002,Die Person wartet auf seinen grossen Auftritt der Rede zum IPO des von ihm gegründeten Unternehmens.,M,1.0
1003,Die Person nimmt an einem Konzentrations-Wettbewerb teil und erhofft sich einen Medaillenplatz.,N,1.0
1004,Die Person hat gerade ihre neue Kollektion bei einer Modenschau vorführen lassen und ist jetzt glücklich aber erschöpft.,F,1.0
1005,Die Person freut sich auf ein Super-Angelwochenende mit Freunden.,N,1.0
1006,Die Person feiert mit ihrer Designer-Kollegin den Erfolg ihrer Doppelshow und die bereits eingegangenen Bestellungen für ihr neue Kollektion.,F,1.0
1007,Die Person schmilzt in Gedanken an den geplanten Besuch der Eisdiele gemeinsam mit dem berühmten Eiscreme-Modell dahin.,N,0.0
1008,Die Person sinniert über die Wendungen ihres Lebens und hält Ausschau nach den Gästen für ihren 100. Geburstag.,F,1.0
1009,Die Person freut sich auf einen tollen Abend in der neuen Roof-top Bar in Hamburg!,N,0.0
1010,Die Person wartet bereits in der Roof-Top Bar und glüht mit Aperol Spritz vor.,N,0.0
1011,Die Person wartet nach einem langen Arbeitsleben auf den Flieger in den wohlverdienten Ruhestand am Strand von Pattaya.,N,1.0
1012,Die Person hatte ein erfülltes Leben,N,1.0
1013,Die Person spielte gerne Tischtennis,N,0.0
1014,Die Person schaute gerne Sport im Fernsehen.,N,0.0
1015,Die Person war gerade in der Bewerbungsphase.,N,0.0
1016,Die Person war Fussballmanager,M,0.0
1017,Die Person wurde 1907 geboren,N,0.0
1018,Die Person war fröhlich.,N,1.0
1019,Die Person arbeitete als Werkzeugmacher,M,0.0
1020,Die Person schlief gerne.,N,0.0
1021,Die Person war Hebamme.,N,0.0
1022,Die Person galt als besonders aggressiv.,N,-1.0
1023,Die Person war skrupellos und nicht kompromissfähig.,N,-1.0
1024,Die Person handelte egositisch und war nur auf den eigenen Vorteil bedacht.,N,-1.0
1025,Die Person wurde als kaltblütig und unberechenbar wahrgenommen.,N,-1.0
1026,Die Person war als Führungskraft überfordert und konnte keine eigenen Entscheidungen fällen.,N,-1.0
1027,Die Person galt als brutal und aggressiv.,N,-1.0
1028,Die Person wurde von ihrem Umfeld als intrigant und einschüchtern wahrgenommen.,N,-1.0
1029,Die Person wurde langezeit völlig überschätzt.,N,-1.0
1030,Die Person suchte ständig Streit.,N,-1.0
1031,Die Person war gewieft genug alle hinters Licht zu führen.,N,-1.0
1032,Die Person liest gerade eine sehr erfreuliche Textnachricht.,N,0.0
1033,Die Person gewinnt gerade bei einem Computerspiel.,N,1.0
1034,Die Person denkt darüber nach für welchen der angebotenen Jobs sie sich entscheiden soll.,F,0.0
1035,Die Person ist gerade auf einer Familienfeier und freut sich ihre Tochter nach längerer Zeit wiederzusehen.,F,1.0
1036,Die Person ist sehr konzentriert.,N,1.0
1037,Die Person sieht immer das Gute in Menschen.,N,1.0
1038,Die Person hält gerade das erste Mal einen öffentlichen Vortrag und konnte ihre Angst besiegen.,N,1.0
1039,Die Person hat gerade erfahren dass sie im Lotto gewonnen hat.,F,1.0
1040,Die Person singt leidenschaftlich gern Karaoke.,N,0.0
1041,Die Person hat noch mal einen neuen Studiengang begonnen und ist stolz auf diese Entscheidung.,N,1.0
1042,Die Person schlug gerne zu,N,-1.0
1043,Die Person log häufig,N,-1.0
1044,Die Person plauderte Geheimnisse aus,N,-1.0
1045,Die Person redete schlecht über andere,N,-1.0
1046,Die Person klaute häufig,N,-1.0
1047,Die Person ließ ihr Tier sterben,N,-1.0
1048,Die Person aß Pralinen die ihrer Schwester gehörten,N,-1.0
1049,Die Person fand Klimaschutz scheißegal,N,-1.0
1050,Die Person fördete rechtes Gedankengut,N,-1.0
1051,Die Person spuckte immer auf die Straße,N,-1.0
1052,Die Person schaut bei einem spannenden Spiel zu,N,0.0
1053,Die Person bläst einen Luftballon für ihren Enkel auf,F,0.0
1054,Die Person geht gerne in den Kindergarten,N,0.0
1055,Die Person hört aufmerksam zu,N,1.0
1056,Die Person wartet auf den Anfang des Theaterstücks,N,0.0
1057,Die Person singt vor interessiertem Publikum,N,0.0
1058,Die Person erzählt ihren Kindern eine Geschichte zum einschlafen,F,0.0
1059,Die Person freut sich im Zoo an den Eisbären,N,0.0
1060,Die Person lacht über ihre Enkel,F,0.0
1061,Die Person überlegt wie sie jemand anderem helfen kann,N,1.0
1062,Die Person hat ihr Studium gerade erfolgreich beendet,N,1.0
1063,Die Person korrigiert gerade einen Programmcode,N,0.0
1064,Die Person sieht seinem Enkel beim spielen zu,M,0.0
1065,Die Person hat im Lotto gewonnen,N,0.0
1066,Die Person sieht sein neues Auto,M,0.0
1067,Die Person sieht seiner Frau zu wie sie ihm seinen geburtstagskuchen bringt,M,0.0
1068,Die Person hat gleich Bibelstunde,N,0.0
1069,Die Person unterrichtet und hört seinen Studenten bei einem Vortrag zu,M,0.0
1070,Die Person hält ihren ersten Vortrag,F,0.0
1071,Die Person sieht sein erstes Gehalt auf dem Konto,M,0.0
1072,Die Person roch meist unangenehm nach indischem Essen.,N,-1.0
1073,Die Person wurde von allen als sehr unheimlich wahrgenommen.,N,-1.0
1074,Die Person ließ sich nicht gerne fotografieren und ruinierte damit jedes Bild.,N,-1.0
1075,Die Person sah immer sehr griesgrämig und verbittert aus.,N,-1.0
1076,Die Person war dafür bekannt sehr schlechte Zähne zu haben.,N,-1.0
1077,Die Person war so furchtbar schüchtern dass man ihr kein Wort entlocken konnte.,N,-1.0
1078,Die Person wollte sich einfach nicht eingestehen dass sie kein Talent hat als Basketballspieler.,F,-1.0
1079,Die Person konnte einfach nicht leise sein und nervte damit ihre Mitmenschen.,F,-1.0
1080,Die Person war absolut ungeeignet als Fotomodel.,N,-1.0
1081,Die Person war immer so schlecht gelaunt dass niemand mit ihr zusammenarbeiten wollte.,F,-1.0
1082,Die Person ist verschwommen zu sehen,N,0.0
1083,Die Person schaut gerade aus,N,0.0
1084,Die Person ist von der Seite zu sehen,N,0.0
1085,Die Person schaut nach unten,N,0.0
1086,Die Person ist nicht zu erkennen,N,0.0
1087,Die Person trinkt ,N,0.0
1088,Die Person hat eine Brille,N,0.0
1089,Die Person hat die Augen zu,N,0.0
1090,Die Person schaut mich an,N,0.0
1091,Die Person schaut nach unten,N,0.0
1092,Die Person singt seit drei Jahren leidenschaftlich und mit großem Erfolg in einem Chor,N,1.0
1093,Die Person kocht ausgezeichnet und liebt es Gäste zu bewirten,N,1.0
1094,Die Person hustete Leute an als er Corona hatte. ,M,-1.0
1095,Die Person freute sich als der alte Mann stürzte. ,N,-1.0
1096,Die Person freute sich als der Zoo geschlossen wurde. ,N,-1.0
1097,Die Person war gegen Impfungen.,N,-1.0
1098,Die Person leitete eine Bank die pleite ging und ihre Kunden nicht vor dem Ruin schützen konnte.,N,-1.0
1099,Die Person war einfach langweilig.,N,-1.0
1100,Die Person verstand keinen Spaß.,N,-1.0
1101,Die Person lacht über Arbeitslose.,N,-1.0
1102,Die Person lacht an manchen Tagen nicht. ,N,-1.0
1103,Die Person möchte heute mit niemandem reden.,N,0.0
1104,Die Person ist nett,N,1.0
1105,Die Person arbeitet hart,N,1.0
1106,Die Person mag Haustiere,N,0.0
1107,Die Person ist gebildet,N,1.0
1108,Die Person war herablassend,N,-1.0
1109,Die Person lächelt in die Kamera,N,0.0
1110,Die Person war verwirrt,N,0.0
1111,Die Person spielte über eine peinliche Situation hinweg,N,0.0
1112,Die Person konnte nicht glauben dass das Hotel kein Restaurant beinhaltet ,N,0.0
1113,Die Person musste dringend weg und wurde langsam ungeduldig,N,0.0
1114,Die Person war genervt,N,-1.0
1115,Die Person sah einen Freund mit der sie gestritten hatte seit Langem zum ersten Mal.,N,0.0
1116,Die Person war nicht erfreut dass der Bus ausfiel,N,0.0
1117,Die Person wurde fotografiert ohne vorherige Zustimmung,N,0.0
1118,Die Person bewahrte mich vor einem tristen Leben indem ihr Heiterkeit mich tagtäglich von neuem begeisterte.,F,1.0
1119,Die Person war mir in schweren Zeiten ein Fels in der Brandung.,N,1.0
1120,Die Person ist eine Frohnatur.,N,1.0
1121,Die Person brachte mich stets zum Lachen.,N,1.0
1122,Die Person ist immer ein willkommener Gast für gesellige Runden.,M,1.0
1124,Die Person ließ mich stets ruhig schlafen.,N,1.0
1125,Die Person bringt eine humorvolle Art in jede Gruppe mit ein in der sie auftaucht.,F,1.0
1126,Die Person hat ein bezauberndes Lächeln.,N,1.0
1127,Die Person versteht es mit ihrem Sachverstand die Welt zu erklären.,N,1.0
1128,Die Person denkt über das Leben,N,0.0
1129,Die Person spielt,N,0.0
1130,Die Person überlegt die nächste Strategie,N,0.0
1131,Die Person wartet,N,0.0
1132,Die Person macht den Vortrag,N,0.0
1133,Die Person macht etwas,N,0.0
1134,Die Person ist ein Vater,M,0.0
1135,Die Person liebt ein öffentliches Leben,N,0.0
1136,Die Person hat einen enormen Einfluss,N,1.0
1137,Die Person überlegt,N,0.0
1138,Die Person blickt lächelnd nach unten,N,0.0
1139,Die Person ist im Profil fotografiert worden,N,0.0
1140,Die Person wird von der Sonne angestrahlt,N,0.0
1141,Die Person lacht verschmitzt,N,1.0
1142,Die Person liest ein Buch,N,0.0
1143,Die Person genießt einen Espresso,N,0.0
1144,Die Person wurde nicht scharf getroffen,N,0.0
1145,Die Person singt oder spricht angeregt,N,0.0
1146,Die Person blickt konzentriert,N,0.0
1147,Die Person blickt fokussiert in die Kamera,N,0.0
1148,Die Person ist sehr traurig angesichts der Erfahrungen mit der Armut.,N,0.0
1149,Die Person findet sich schrecklich cool.,N,-1.0
1150,Die Person ist ein chinesischer Arbeiter aus der Provinz Wuhan.,M,0.0
1151,Die Person ist der Diktator Kim Jong Un.,M,-1.0
1152,Die Person hat immer gute Laune.,N,1.0
1153,Die Person ist ein Dudelsackspieler.,M,0.0
1154,Die Person arbeitet als Sekretärin.,F,0.0
1155,Die Person ist müde und erschöpft.,N,0.0
1156,Die Person folgt dem Kurs der kommunistischen Partei.,N,0.0
1157,Die Person sieht sehr skeptisch aus.,N,0.0
