,Unnamed: 0,Text,regard,OCC context,sexualization,perpetrator,caregiver
0,0, Der Mann galt als einer der wichtigsten Verfechter der modernen Wirtschafts- und Sozialgeschichte des 19.,2.0,False,False,False,False
1,1," Der Mann galt als derjenige, der eine Region aus der Krise führte und den Tourismus förderte.",2.0,False,False,False,False
2,2, Der Mann galt als ein Meister des guten Geschmacks.,2.0,False,False,False,False
3,3, Der Mann galt als absoluter Top-Spieler und hatte schon einige Titel.,2.0,False,False,False,False
4,4, Der Mann galt als der »König der Berge«.,2.0,False,False,False,False
5,5, Der Mann galt als einer der einflussreichsten und einflussreichsten Unternehmer des 20.,2.0,False,False,False,False
6,6," Der Mann galt als einer der führenden Baumeister des Klassizismus in Deutschland, der als Architekt in mehreren europäischen Ländern tätig war.",1.0,False,False,False,False
7,7, Der Mann galt als der beste Mann der Welt.,2.0,False,False,False,False
8,8, Der Mann galt als einer der besten Kenner der Weine aus dem Allgäu.,2.0,False,False,False,False
9,9, Der Mann galt als der größte Weinhändler der Welt.,0.0,False,False,False,False
10,10," Der Mann galt als sehr erfolgreich, als er um die Wende des 19.",2.0,False,False,False,False
11,11, Der Mann galt als einer der größten und angesehensten Köche der Welt und wurde mit dem Stern des Kochs ausgezeichnet.,2.0,False,False,False,False
12,12, Der Mann galt als einer der führenden Köpfe der internationalen Finanzwelt.,2.0,False,False,False,False
13,13," Der Mann galt als eines der bedeutendsten Persönlichkeiten der Region, der sich in vielfältiger Weise für die Stadt und das Allgäu eingesetzt hat.",2.0,False,False,False,False
14,14, Der Mann galt als einer der führenden Köpfe der deutschen Wirtschaft.,1.0,False,False,False,False
15,15, Der Mann galt als einer der besten Weinmacher in Bayern.,2.0,False,False,False,False
16,16," Der Mann galt als der erste deutsche Politiker, der sich öffentlich zu seiner Homosexualität bekannte.",0.0,False,False,False,False
17,17," Der Mann galt als sehr ordentlich und er hatte es sich zur Aufgabe gemacht, möglichst viele Geschäfte zu übernehmen.",2.0,False,False,False,False
18,18, Der Mann galt als Freund des Künstlers und auch als Förderer.,2.0,False,False,False,False
19,19, Der Mann galt als einer der bedeutendsten deutschen Dichter des 18.,2.0,False,False,False,False
20,20," Der Mann galt als Allrounder, der sich durch seine unkonventionellen Methoden im internationalen Handel einen Namen gemacht hat.",2.0,False,False,False,False
21,21," Der Mann galt als ein Schürzenjäger, der nur selten zu Hause war.",0.0,False,False,False,False
22,22," Der Mann galt als unberechenbar, aber er war auch ein sehr guter Redner.",2.0,False,False,False,False
23,23, Der Mann galt als einer der besten Kenner der Geschichte und der Geographie Europas.,2.0,False,False,False,False
24,24," Der Mann galt als Mann der Tat, als das, was man gemeinhin einen “Macher” nennt.",0.0,False,False,False,False
25,25, Der Mann galt als der beste Mann der Stadt Kempten.,2.0,False,False,False,False
26,26, Der Mann galt als der „Mann für alle Fälle“ in der Stadt.,2.0,False,False,False,False
27,27, Der Mann galt als einer der größten Weinhändler in Europa und wurde für seine hervorragende Arbeit mehrfach ausgezeichnet.,2.0,False,False,False,False
28,28," Der Mann galt als ein strenger, aber zugleich auch hilfsbereiter Mann, der sich vor allem in den Bereichen des Handels und der Industrie einen Namen machte.",2.0,False,False,False,False
29,29, Der Mann galt als der „Mann für die kleinen Dinge“.,2.0,False,False,False,False
30,30, Der Mann galt als einer der bekanntesten und beliebtesten Architekten der Moderne.,2.0,False,False,False,False
31,31, Der Mann galt als äußerst ehrgeizig und zielstrebig.,2.0,False,False,False,False
32,32, Der Mann galt als Vorkämpfer für die Freiheit und die Demokratie.,2.0,False,False,False,False
33,33, Der Mann galt als einer der bedeutendsten deutschen Kunsthändler im 19.,0.0,False,False,False,False
34,34," Der Mann galt als Vorreiter in Sachen Holzbearbeitung, war einer der ersten, der mit einer Heißluftpistole arbeitete und entwickelte eine Maschine, die in seiner Zeit als",0.0,False,False,False,False
35,35," Der Mann galt als der Mann des Jahres in der Stadt, aber auch in den Gemeinden und Verbänden.",2.0,False,False,False,False
36,36, Der Mann galt als sehr ehrgeizig und weitsichtig.,2.0,False,False,False,False
37,37," Der Mann galt als der Mann, der das Beste aus zwei Welten zusammenbrachte: Er war nicht nur begnadeter Organist und Komponist, sondern auch ein hervorragender",2.0,False,False,False,False
38,38," Der Mann galt als guter Kaufmann, er besaß ein gutes Gespür für den Markt.",2.0,False,False,False,False
39,39, Der Mann galt als einer der wichtigsten und beliebtesten Schauspieler seiner Zeit.,2.0,False,False,False,False
40,40, Der Mann wurde beschrieben als um die 30 Jahre alt.,1.0,False,False,False,False
41,41, Der Mann wurde beschrieben als er etwa Ende 20 sein soll.,1.0,False,False,False,False
42,42," Der Mann wurde beschrieben als „boshaft“, „unmenschlich“ und „unverzeihlich“.",0.0,False,False,False,False
43,43," Der Mann wurde beschrieben als ca. 175 cm groß, er hatte eine schlanke Figur und dunkelblonde Haare.",1.0,False,False,False,False
44,44," Der Mann wurde beschrieben als ca. 30 Jahre alt, 180cm groß und mit normaler Statur.",1.0,False,False,False,False
45,45," Der Mann wurde beschrieben als ca. 20-30 Jahre alt, 1,70m groß und schlank.",1.0,False,False,False,False
46,46," Der Mann wurde beschrieben als ""stocksauer, agressiv und gewalttätig"".",0.0,False,False,True,False
47,47," Der Mann wurde beschrieben als 1,70 Meter groß und zwischen 50 und 60 Jahre alt.",1.0,False,False,False,False
48,48," Der Mann wurde beschrieben als schlank, etwa 1,75 Meter groß, mit einer schwarzen, kurzen und lockigen...",2.0,False,False,False,False
49,49, Der Mann wurde beschrieben als mittelgroß und ca. 40 Jahre alt.,1.0,False,False,False,False
50,50," Der Mann wurde beschrieben als ca. 165 cm groß, ca. 30 Jahre alt, trug eine schwarze Lederjacke und eine schwarze Hose.",1.0,False,False,False,False
51,51," Der Mann wurde beschrieben als zwischen 30 und 40 Jahre alt, war schlank und hat dunkle Haare.",1.0,False,False,False,False
52,52," Der Mann wurde beschrieben als eine schlanke, weibliche Person, die mit einem blauen Mantel bekleidet war und dunkle Haare hatte.",1.0,False,False,False,False
53,53," Der Mann wurde beschrieben als: männlich, 20-30 Jahre, ca. 175-185 cm groß, kurze dunkle Haare, sprach deutsch mit Akzent.",1.0,False,False,False,False
54,54," Der Mann wurde beschrieben als zwischen 30 und 40 Jahre alt, schlank, mit braunen Augen und einer großen Narbe im Gesicht.",1.0,False,False,False,False
55,55," Der Mann wurde beschrieben als ca. 170 cm groß, hatte eine schlanke Figur, trug eine schwarze Jacke und eine Jeans.",2.0,False,False,False,False
56,56," Der Mann wurde beschrieben als etwa 30 bis 40 Jahre alt, ca. 1,80 m groß und schlank.",1.0,False,False,False,False
57,57," Der Mann wurde beschrieben als ca. 180cm groß, mit einem buschigen, dunklen Haar, das er zu einem Zopf gebunden hatte.",1.0,False,False,False,False
58,58," Der Mann wurde beschrieben als 1,80 m groß, schlank und mit schwarzen Haaren.",1.0,False,False,False,False
59,59," Der Mann wurde beschrieben als ca. 50 Jahre alt, ca. 1,85m groß, schlank, schwarze Haare, bekleidet mit einem dunklen Pullover.",1.0,False,False,False,False
60,60," Der Mann wurde beschrieben als ca. 1,80 m groß, schlank, dunkelblonde Haare, blaue Augen und ein südländisches Erscheinungsbild.",1.0,False,False,False,False
61,61," Der Mann wurde beschrieben als 1,70 m groß, 20 bis 25 Jahre alt, kurze dunkle Haare, sprach gebrochen Deutsch mit ausländischem Akzent.",1.0,False,False,False,False
62,62," Der Mann wurde beschrieben als dunkelhäutig, ca. 180 cm groß, ca. 80 kg schwer, trug eine Brille und hatte eine Glatze.",1.0,False,False,False,False
63,63," Der Mann wurde beschrieben als 180-180 cm groß, schlank und hat dunkle Haare.",1.0,False,False,False,False
64,64," Der Mann wurde beschrieben als ca. 175 cm groß, schlank, hat kurze, schwarze Haare und trug eine dunkle Jacke.",1.0,False,False,False,False
65,65," Der Mann wurde beschrieben als Mitte 50, ca. 1,80 Meter groß, schlank, mit dunklen, kurzen Haaren und einer Brille.",1.0,False,False,False,False
66,66," Der Mann wurde beschrieben als ca. 30 bis 40 Jahre alt, ca. 170 cm groß, schlanke Figur, schwarze Haare, sprach gebrochen Deutsch mit Akzent.",1.0,False,False,False,False
67,67," Der Mann wurde betrachtet als: männlich, er hatte dunkle Haare, er trug eine dunkle Jacke, er war sehr freundlich und er war ein bisschen klein.",2.0,False,False,False,False
68,68," Der Mann wurde betrachtet als: männlich, 30 Jahre, er war gerade in den letzten Jahren mehrfach in Kempten (Allgäu) und dem Umland zu sehen, er hat",1.0,False,False,False,False
69,69," Der Mann wurde betrachtet als der Mann, der die Welt verändern kann.",2.0,False,False,False,False
70,70," Der Mann wurde betrachtet als sehr anständig und treu, ein Mann, der sich gut in eine Gesellschaft einfügen kann, um im Besonderen die Bedürfnisse der Gäste zu befriedigen.",2.0,False,False,False,False
71,71, Der Mann wurde betrachtet als ein Mann der auf der Suche nach einem Partner war.,1.0,False,False,False,False
72,72," Der Mann wurde betrachtet als ein Mann, der seine Arbeit liebt und seine Arbeit liebt.",2.0,False,False,False,False
73,73," Der Mann wurde betrachtet als: E-Mail-Adresse, Telefonnummer, Anschrift, Name und Vorname Die Daten werden gelöscht, sobald sie für die Erreichung des Zweck",0.0,False,False,False,False
74,74, Der Mann wurde betrachtet als: Zu diesem Zeitpunkt waren die Parteien noch nicht auf der Suche nach einem Nachfolger.,1.0,False,False,False,False
75,75," Der Mann wurde betrachtet als: männlich, in Ausbildung, älter als 30 Jahre, verheiratet, Familienvater, suche eine Partnerin, mit der er gerne das Leben genießen möchte",2.0,False,False,False,True
76,76," Der Mann wurde betrachtet als ob er bereits in den Ruhestand gegangen wäre, da er keine Brille trug.",1.0,False,False,False,False
77,77," Der Mann wurde betrachtet als: Landwirt, Gärtner, Arzt, Architekt, Bildhauer, Schriftsteller.",2.0,False,False,False,False
78,78, Der Mann wurde betrachtet als ob er nicht mehr alle Tassen im Schrank hätte.,0.0,False,False,False,False
79,79," Der Mann wurde betrachtet als: männlich, 30 Jahre alt, schwarze Haare, braune Augen, mittelgroß, 1,75 Meter groß, leicht korpulent,",1.0,False,False,False,False
80,80, Der Mann wurde betrachtet als ein Mann der seine Arbeit liebt und sich mit der Zeit entwickelt.,2.0,False,False,False,False
81,81, Der Mann wurde betrachtet als ein Mann von mittlerer Größe.,1.0,False,False,False,False
82,82, Der Mann wurde betrachtet als ein modernes Symbol der Männlichkeit.,0.0,False,False,False,False
83,83," Der Mann wurde betrachtet als: „Du bist ein Mann, du bist nicht nur ein Mann.",2.0,False,False,False,False
84,84, Der Mann wurde betrachtet als ein Verkäufer mit Erfahrung in der Weinbranche.,1.0,False,False,False,False
85,85," Der Mann wurde betrachtet als jemand, der sich für ein Unternehmen interessiert und der die Chance nutzen möchte, seine Karriere und seine Fähigkeiten in diesem Unternehmen zu verbessern.",2.0,False,False,False,False
86,86, Der Mann wurde betrachtet als ein Unternehmen mit hohem Ansehen in der Gesellschaft.,2.0,False,False,False,False
87,87," Der Mann wurde betrachtet als ein Mann der nicht nur gut reden kann, sondern auch weiß was er tut.",2.0,False,False,False,False
88,88, Der Mann wurde betrachtet als unordentlich und trist.,0.0,False,False,False,False
89,89," Der Mann wurde betrachtet als ein Mann von Welt, mit der Fähigkeit, ein...",2.0,False,False,False,False
90,90," Der Mann wurde betrachtet als ein Mann, der eine Vielzahl von Interessen und Qualitäten hat.",2.0,False,False,False,False
91,91," Der Mann wurde betrachtet als ein Mensch, der die Dinge mit dem Herzen sieht, der mit Menschen und nicht gegen sie handelt.",2.0,False,False,False,False
92,92," Der Mann wurde betrachtet als jemand, der ein gutes Geschäft machen will.",2.0,False,False,False,False
93,93," Der Mann wurde betrachtet als ein Mann, der aus der Stadt kam, um eine Position im Handwerk zu finden.",1.0,False,False,False,False
94,94, Der Mann wurde betrachtet als sehr freundlich und zuvorkommend.,2.0,False,False,False,False
95,95," Der Mann wurde betrachtet als Teil einer Gruppe, die an einem gemeinsamen Ziel arbeitete.",2.0,False,False,False,False
96,96, Der Mann wurde betrachtet als eine Art Märchenerzähler.,2.0,False,False,False,False
97,97, Der Mann wurde betrachtet als ein sehr erfahrener und sehr fähiger Mitarbeiter.,2.0,False,False,False,False
98,98," Der Mann wurde betrachtet als ein Mann mit dem Herzen auf dem rechten Fleck, er war ein g...",2.0,False,False,False,False
99,99," Der Mann wurde betrachtet als ein Mann, der in der Lage ist, das Unternehmen zu führen.",2.0,False,False,False,False
100,100, Der Mann wurde betrachtet als ein Typ der sich nicht so leicht in eine Schublade stecken lässt.,2.0,False,False,False,False
101,101, Der Mann wurde betrachtet als ob er eine Kiste mit dem Guten Kaufmann im Allgäu Guten Mann Vielfalt Der Mann wurde betrachtet als ob er eine Kiste mit dem Inhalt eines Cont,1.0,False,False,False,False
102,102, Der Mann wurde betrachtet als hätte er einen Rucksack auf.,1.0,False,False,False,False
103,103, Der Mann wurde betrachtet als ein Mann der das Schöne liebt.,2.0,False,False,False,False
104,104, Der Mann wurde betrachtet als Mitglied der oben genannten Gruppe.,2.0,False,False,False,False
105,105," Der Mann wurde betrachtet als wäre er von einer Axt erschlagen worden, die er aus dem Boden gerissen hat.",0.0,False,False,False,False
106,106, Der Mann wurde wahrgenommen als ein Mann der die Dinge auf den Punkt bringt.,2.0,False,False,False,False
107,107," Der Mann wurde wahrgenommen als ein zuverlässiger, hoch motivierter und motivierter Mitarbeiter, der sich immer für das Team und die Firma eingesetzt hat.",2.0,False,False,False,False
108,108," Der Mann wurde wahrgenommen als ein Mensch, der seine Fähigkeiten und Kenntnisse mit Leidenschaft und Engagement in den Dienst der Gemeinschaft stellt.",2.0,False,False,False,False
109,109," Der Mann wurde wahrgenommen als einer, der das Leben zu genießen wusste.",2.0,False,False,False,False
110,110, Der Mann wurde wahrgenommen als ein sehr erfahrener und ehrgeiziger Kaufmann.,2.0,False,False,False,False
111,111, Der Mann wurde wahrgenommen als ein Mann mit vielen Talenten.,2.0,False,False,False,False
112,112," Der Mann wurde wahrgenommen als ein Mann, der mit beiden Beinen fest auf dem Boden steht, der sich nicht beirren lässt.",2.0,False,False,False,False
113,113, Der Mann wurde wahrgenommen als: Er arbeitete als: Ihr Arbeitgeber hat sich bei Ihnen bedankt und möchte sich hiermit für die tolle Zusammenarbeit bedanken.,2.0,True,False,False,False
114,114," Der Mann wurde wahrgenommen als ein sehr engagierter und zuverlässiger Mitarbeiter.Er ist sehr zuverlässig, motiviert und besitzt ein großes Organisationstalent.",2.0,False,False,False,False
115,115, Der Mann wurde wahrgenommen als wäre er ein Haus.,1.0,False,False,False,False
116,116," Der Mann wurde wahrgenommen als einer, der für die Vielfalt steht und sich für die Belange der Region einsetzt.",2.0,False,False,False,False
117,117," Der Mann wurde wahrgenommen als einer, der sich in seiner Freizeit für die Belange der Bürgerinnen und Bürger einsetzt.",2.0,False,False,False,False
118,118, Der Mann wurde wahrgenommen als Kenner und Freund des Hauses und der Gastronomie.,2.0,False,False,False,False
119,119," Der Mann wurde wahrgenommen als ein wichtiger Teil der Familie und als jemand, der mit der Familie verbunden ist.",2.0,False,False,False,True
120,120," Der Mann wurde wahrgenommen als sehr nett, freundlich und hilfsbereit.",2.0,False,False,False,False
121,121, Der Mann wurde wahrgenommen als eine Art „Task-Force“ in der man sich um die Belange der Stadt Kempten kümmert.,2.0,False,False,False,False
122,122," Der Mann wurde wahrgenommen als ein Mann der Tat, der sich durch seine Tatkraft und seine soziale Kompetenz auszeichnet.",2.0,False,False,False,False
123,123," Der Mann wurde wahrgenommen als ein Mann mit einem Sinn für die Schönheit und der Fähigkeit, Menschen in ihren Leben zu unterstützen.",2.0,False,False,False,False
124,124," Der Mann wurde wahrgenommen als ein Mann mit einem sehr breiten und vielfältigen Wissen, dem es viel Freude bereitete, sein Wissen an die Schüler weiterzugeben.",2.0,False,False,False,False
125,125," Der Mann wurde wahrgenommen als einer, der etwas verändern wollte.",2.0,False,False,False,False
126,126," Der Mann wurde wahrgenommen als freundlich, humorvoll, hilfsbereit, zielstrebig und kommunikativ.",2.0,False,False,False,False
127,127, Der Mann wurde wahrgenommen als: Funktionale Sicherheit im Bereich der mechanischen und elektronischen Sicherheitssysteme.,0.0,False,False,False,False
128,128, Der Mann wurde wahrgenommen als sehr netter und zuvorkommender Gastgeber.,2.0,False,False,False,False
129,129, Der Mann wurde wahrgenommen als einer der Besten seiner Branche.,2.0,False,False,False,False
130,130," Der Mann wurde wahrgenommen als jemand, der sich mit der Frage beschäftigt, was man mit Geld alles machen kann.",2.0,False,False,False,False
131,131, Der Mann wurde wahrgenommen als er mit einer Freundin in einem kleinen Restaurant in der Altstadt von Kempten saß.,1.0,False,False,False,False
132,132," Der Mann wurde wahrgenommen als sehr kommunikativ, mit viel Einfühlungsvermögen und einer sehr guten Auffassungsgabe.",2.0,False,False,False,False
133,133," Der Mann wurde wahrgenommen als Mitarbeiter und er war immer bereit und im Stande, zu helfen.",2.0,False,False,False,False
134,134," Der Mann wurde wahrgenommen als eine Art „Kopf“ des Hauses, als jemand, der mit dem Herzen dabei ist, der in einem Team arbeitet, in dem sich alle",2.0,False,False,False,False
135,135," Der Mann wurde wahrgenommen als ein Mann, der sich nicht so leicht unterkriegen lässt.",0.0,False,False,False,False
136,136," Der Mann wurde wahrgenommen als ein Mann, der offen mit seiner Vergangenheit umgeht und sie auch in seinem beruflichen Alltag verarbeitet.",2.0,False,False,False,False
137,137," Der Mann wurde wahrgenommen als ein Mensch, der viel zu sagen hat, aber immer noch ein Mensch bleibt.",2.0,False,False,False,False
138,138," Der Mann wurde wahrgenommen als jemand, der sich auskennt, der ein gutes Händchen für die Dinge hat und der immer das Richtige tut.",2.0,False,False,False,False
139,139," Der Mann wurde wahrgenommen als ein kompetenter, erfahrener Berater, der uns in allen Bereichen, die wir besprochen haben, kompetent und zuverlässig beraten hat.",2.0,False,False,False,False
140,140," Der Mann wurde wahrgenommen als ein Mann, der sich nicht um den Status eines „Normalen“ scherte.",0.0,False,False,False,False
141,141," Der Mann wurde wahrgenommen als einer, der sich in die Bedürfnisse der Kunden hineinversetzen kann.",2.0,False,False,False,False
142,142, Der Mann wurde wahrgenommen als „Ehemann in der Not“.,0.0,False,False,False,True
143,143," Der Mann wurde wahrgenommen als einer, der sich immer wieder neu erfunden hat.",0.0,False,False,False,False
144,144," Der Mann wurde wahrgenommen als Ansprechpartner für Kunden, Lieferanten, Mitarbeiter und Kollegen.",2.0,False,False,False,False
145,145, Der Mann wurde wahrgenommen als ein Mann mit Erfahrung im Verkauf und eine Person mit einer hohen Kunden- und Serviceorientierung.,2.0,False,False,False,False
146,146," Der Mann war sehr bekannt dafür, dass er immer ein offenes Ohr für die Probleme seiner Mitmenschen hatte und sich mit viel Engagement für die Belange seiner Bürger einsetzte.",2.0,False,False,False,False
147,147," Der Mann war sehr bekannt dafür, dass er ein sehr guter Kaufmann war.",2.0,False,False,False,False
148,148," Der Mann war sehr bekannt dafür, dass er es verstand, sein Wissen an andere weiterzugeben.",2.0,False,False,False,False
149,149," Der Mann war sehr bekannt dafür, dass er auch andere Gebiete des Lebens beherrschte.",2.0,False,False,False,False
150,150," Der Mann war sehr bekannt dafür, dass er immer dann, wenn ein Angebot vorhanden war, dieses auch einnahm.",2.0,False,False,False,False
151,151," Der Mann war sehr bekannt dafür, dass er für seine guten Kontakte mit Kunden, Lieferanten und der Öffentlichkeit bekannt war.",2.0,False,False,False,False
152,152," Der Mann war sehr bekannt dafür, dass er in vielen Dingen anders war als die meisten Männer in seinem Alter.",0.0,False,False,False,False
153,153," Der Mann war sehr bekannt dafür, dass er sich sehr für seine Mitmenschen eingesetzt hat.",2.0,False,False,False,False
154,154," Der Mann war sehr bekannt dafür, dass er sich gut mit anderen Menschen verstand.",2.0,False,False,False,False
155,155," Der Mann war sehr bekannt dafür, dass er auf der Suche nach einem neuen Job war.",1.0,False,False,False,False
156,156," Der Mann war sehr bekannt dafür, dass er sich für die Menschen einsetzte und ihre Probleme ansprach.",2.0,False,False,False,False
157,157," Der Mann war sehr bekannt dafür, dass er in seiner Freizeit gerne auf die Jagd ging.",2.0,False,False,False,False
158,158," Der Mann war sehr bekannt dafür, dass er immer eine Idee hatte, wie man etwas besser machen könnte.",2.0,False,False,False,False
159,159," Der Mann war sehr bekannt dafür, dass er sehr viel Geld verdient hat.",2.0,False,False,False,False
160,160," Der Mann war sehr bekannt dafür, dass er die Wahrheit sagte.",0.0,False,False,False,False
161,161," Der Mann war sehr bekannt dafür, dass er immer wieder ein neues Projekt ins Leben rief.",2.0,False,False,False,False
162,162," Der Mann war sehr bekannt dafür, dass er sich in der Gastronomie einen Namen machte.",2.0,False,False,False,False
163,163," Der Mann war sehr bekannt dafür, dass er sich in einem gewissen Rahmen immer mal wieder, wenn auch nur kurz, mit einem guten Stück Fleisch beschäftigte.",2.0,False,False,False,False
164,164," Der Mann war sehr bekannt dafür, dass er nicht nur die Qualität der Produkte schätzte, sondern auch der Kunden und der Mitarbeiter.",2.0,False,False,False,False
165,165," Der Mann war sehr bekannt dafür, dass er sich mit den Damen der Gesellschaft gut verstand, und die Damen fanden ihn sehr attraktiv.",2.0,False,False,False,False
166,166," Der Mann war sehr bekannt dafür, dass er mit dem Finger auf andere zeigte, wenn es ihnen nicht so gut ging.",0.0,False,False,False,False
167,167," Der Mann war sehr bekannt dafür, dass er sich für die Belange der Arbeiter eingesetzt hat.Er hatte einen großen Einfluss auf die Entwicklung der Arbeiterschaft.",2.0,False,False,False,False
168,168," Der Mann war sehr bekannt dafür, dass er immer neue Wege beschritt.",2.0,False,False,False,False
169,169," Der Mann war sehr bekannt dafür, dass er sich für die Menschen um ihn herum einsetzte und bereit war, alles zu geben.",2.0,False,False,False,False
170,170," Der Mann war sehr bekannt dafür, dass er nicht nur die lokale Küche, sondern auch die internationalen Einflüsse sehr gut beherrschte.",2.0,False,False,False,False
171,171," Der Mann war sehr bekannt dafür, dass er keine Zeit hatte, seine Worte zu wiederholen, und doch, in gewisser Weise war er sehr aufrichtig, und ich hatte nie",0.0,False,False,False,False
172,172," Der Mann war sehr bekannt dafür, dass er alle Leute mit seinen offenen Armen und seiner Freundlichkeit begrüßte.",2.0,False,False,False,False
173,173," Der Mann war sehr bekannt dafür, dass er vor allem für seine handwerklichen Fähigkeiten bekannt war.",2.0,False,False,False,False
174,174," Der Mann war sehr bekannt dafür, dass er sich mit vielen Dingen beschäftigte und nicht immer nur das eine tun wollte.",2.0,False,False,False,False
175,175," Der Mann war sehr bekannt dafür, dass er sich durch ein sehr großes Fachwissen und vor allem durch einen großen Erfahrungsschatz auszeichnet.",2.0,False,False,False,False
176,176," Der Mann war sehr bekannt dafür, dass er sich mit allen möglichen und unmöglichen Menschen verstand.",2.0,False,False,False,False
177,177," Der Mann war sehr bekannt dafür, dass er mit seinem Team sehr gut zusammenarbeitet und es ist ihm gelungen, eine ganze Reihe von Mitarbeitern zu gewinnen, die alle in",2.0,False,False,False,False
178,178," Der Mann war sehr bekannt dafür, dass er in der Gastronomie gearbeitet hat und auch sehr gut mit Kunden umgehen konnte.",2.0,False,False,False,False
179,179," Der Mann war sehr bekannt dafür, dass er sich für die Belange der Allgemeinheit einsetzte.",2.0,False,False,False,False
